video_id	video_title	date	segment_number	segment_timestamp	segment_url	segment_topic	reference	article_link	segment_name
oJWJ813SW5w	Znośna toksyczność internetu - Chińskie miasta toną - Meteoryty i migracje | Czytamy naturę #205	2024-04-29T08:00:34Z	1)	01:14	https://www.youtube.com/watch?v=oJWJ813SW5w&t=74s	toksyczności w mediach społecznościowych	Avalle, M., Di Marco, N., Etta, G., Sangiorgio, E., Alipour, S., Bonetti, A., ... & Quattrociocchi, W. (2024). Persistent interaction patterns across social media platforms and over time. Nature, 628(8008), 582-589.	https://www.nature.com/articles/s41586-024-07229-y	Znośna toksyczność internetu
oJWJ813SW5w	Znośna toksyczność internetu - Chińskie miasta toną - Meteoryty i migracje | Czytamy naturę #205	2024-04-29T08:00:34Z	2)	14:45	https://www.youtube.com/watch?v=oJWJ813SW5w&t=885s	migawce z wczesnych dziejów Układu Słonecznego - kiedy planety olbrzymie trafiły na swoje dzisiejsze orbity?	Avdellidou, C., Delbo’, M., Nesvorný, D., Walsh, K. J., & Morbidelli, A. (2024). Dating the Solar System’s giant planet orbital instability using enstatite meteorites. Science, eadg8092.	https://www.science.org/doi/10.1126/science.adg8092	Meteoryty i migracje
oJWJ813SW5w	Znośna toksyczność internetu - Chińskie miasta toną - Meteoryty i migracje | Czytamy naturę #205	2024-04-29T08:00:34Z	3)	24:35	https://www.youtube.com/watch?v=oJWJ813SW5w&t=1475s	opadaniu chińskich miast pod wpływem ciężaru budynków i zużywania wód gruntowych	Ao, Z., Hu, X., Tao, S., Hu, X., Wang, G., Li, M., ... & Fang, J. (2024). A national-scale assessment of land subsidence in China’s major cities. Science, 384(6693), 301-306.	https://www.science.org/doi/10.1126/science.adl4366	Chińskie miasta toną
E4_nCuZpgCU	Miesiączka i fazy Księżyca - Rytualny mord 3 kobiet w neolicie - Robopiłkarze | Czytamy naturę #204	2024-04-22T08:00:07Z	1)	01:03	https://www.youtube.com/watch?v=E4_nCuZpgCU&t=63s	związkach pomiędzy cyklem miesiączkowym i fazami Księżyca: niby oczywiste, ale wcale nie	Ecochard, R., Stanford, J. B., Fehring, R. J., Schneider, M., Najmabadi, S., & Gronfier, C. (2024). Evidence that the woman’s ovarian cycle is driven by an internal circamonthly timing system. Science Advances, 10(15), eadg9646.	https://www.science.org/doi/10.1126/sciadv.adg9646	Miesiączka i fazy Księżyca
E4_nCuZpgCU	Miesiączka i fazy Księżyca - Rytualny mord 3 kobiet w neolicie - Robopiłkarze | Czytamy naturę #204	2024-04-22T08:00:07Z	2)	15:02	https://www.youtube.com/watch?v=E4_nCuZpgCU&t=902s	robotach grających w piłkę nożną, z całkiem świeżą gracją	Tuomas Haarnoja et al. (2024) Learning agile soccer skills for a bipedal robot with deep reinforcement learning. Sci. Robot.9,eadi8022.	https://www.science.org/doi/full/10.1126/scirobotics.adi8022	Robopiłkarze
E4_nCuZpgCU	Miesiączka i fazy Księżyca - Rytualny mord 3 kobiet w neolicie - Robopiłkarze | Czytamy naturę #204	2024-04-22T08:00:07Z	3)	24:39	https://www.youtube.com/watch?v=E4_nCuZpgCU&t=1479s	rytualnych morderstwach z okresu neolitu według pewnego ustalonego wzorca.	Ludes, B., Alcouffe, A., Tupikova, I., Gérard, P., Tchérémissinoff, Y., Ribéron, A., ... & Crubézy, E. (2024). A ritual murder shaped the Early and Middle Neolithic across Central and Southern Europe. Science advances, 10(15), eadl3374.	https://www.science.org/doi/10.1126/sciadv.adl3374	Rytualny mord 3 kobiet w neolicie
rskIqIwA-1Q	Białko z węglowodanowym krzaczkiem | Czytamy naturę: Odcinek specjalny	2024-04-19T08:00:30Z	1)	00:00	https://www.youtube.com/watch?v=rskIqIwA-1Q	przewidywaniu struktury białek	 Tsai, Y. X., Chang, N. E., Reuter, K., Chang, H. T., Yang, T. J., von Bülow, S., ... & Sikora, M. (2024). Rapid simulation of glycoprotein structures by grafting and steric exclusion of glycan conformer libraries. Cell, 187(5), 1296-1311	https://www.cell.com/cell/fulltext/S0092-8674(24)00101-6	Białko z węglowodanowym krzaczkiem
1bcabD1o1gI	Wycinamy dżunglę dla zielonej energii - Masowy mikrodruk 3D - Wspaniałe kijki! | Czytamy naturę #203	2024-04-15T08:00:01Z	1)	01:13	https://www.youtube.com/watch?v=1bcabD1o1gI&t=73s	"kosztach ekologicznych wydobywania pierwiastków potrzebnych do ""zielonej energetyki"", np. litu i pierwiastków ziem rzadkich do baterii elektrycznych albo neodymu do turbin wiatrowych"	Junker, J., Quoss, L., Valdez, J., Arandjelovic, M., Barrie, A., Campbell, G., ... & Sop, T. (2024). Threat of mining to African great apes. Science Advances, 10(14), eadl0335.	https://www.science.org/doi/10.1126/sciadv.adl0335	Wycinamy dżunglę dla zielonej energii
1bcabD1o1gI	Wycinamy dżunglę dla zielonej energii - Masowy mikrodruk 3D - Wspaniałe kijki! | Czytamy naturę #203	2024-04-15T08:00:01Z	2)	08:57	https://www.youtube.com/watch?v=1bcabD1o1gI&t=537s	linii produkcyjnej do ciągłego drukowania 3D mikrostruktur, o detalach liczonych w mikrometrach	Kronenfeld, J. M., Rother, L., Saccone, M. A., Dulay, M. T., & DeSimone, J. M. (2024). Roll-to-roll, high-resolution 3D printing of shape-specific particles. Nature, 627(8003), 306-312.	https://www.nature.com/articles/s41586-024-07061-4	Masowy mikrodruk 3D
1bcabD1o1gI	Wycinamy dżunglę dla zielonej energii - Masowy mikrodruk 3D - Wspaniałe kijki! | Czytamy naturę #203	2024-04-15T08:00:01Z	3)	17:53	https://www.youtube.com/watch?v=1bcabD1o1gI&t=1073s	wspaniałych kijkach produkowanych 300 tys. lat temu przez neandertalczyków.	Leder, D., Lehmann, J., Milks, A., Koddenberg, T., Sietz, M., Vogel, M., ... & Terberger, T. (2024). The wooden artifacts from Schöningen’s Spear Horizon and their place in human evolution. Proceedings of the National Academy of Sciences, 121(15), e2320484121.	https://www.pnas.org/doi/full/10.1073/pnas.2320484121	Wspaniałe kijki!
cyTYT9Lj3Sg	UFO z czarnej dziury - Dom przy wiatraku - Robot naśladujący uśmiech | Czytamy naturę #202	2024-04-08T08:00:30Z	1)	01:25	https://www.youtube.com/watch?v=cyTYT9Lj3Sg&t=85s	wpływie turbin wiatrowych na ceny domów, które znajdują się w pobliżu	Guo, W., Wenz, L., & Auffhammer, M. (2024). The visual effect of wind turbines on property values is small and diminishing in space and time. Proceedings of the National Academy of Sciences, 121(13), e2309372121.	https://www.pnas.org/doi/10.1073/pnas.2309372121	Dom przy wiatraku
cyTYT9Lj3Sg	UFO z czarnej dziury - Dom przy wiatraku - Robot naśladujący uśmiech | Czytamy naturę #202	2024-04-08T08:00:30Z	2)	09:09	https://www.youtube.com/watch?v=cyTYT9Lj3Sg&t=549s	supermasywnej czarnej dziurze, wokół której kręci się - chyba - czarna dziura o nietypowej, pośredniej masie	Pasham, D. R., Tombesi, F., Sukova, P., Zajaček, M., Rakshit, S., Coughlin, E., ... & Ferraraa, E. C. (2024). A case for a binary black hole system revealed via quasi-periodic outflows. Science Advances, 10(13), eadj8898.	https://www.science.org/doi/10.1126/sciadv.adj8898	UFO z czarnej dziury
cyTYT9Lj3Sg	UFO z czarnej dziury - Dom przy wiatraku - Robot naśladujący uśmiech | Czytamy naturę #202	2024-04-08T08:00:30Z	3)	18:32	https://www.youtube.com/watch?v=cyTYT9Lj3Sg&t=1112s	robocie, który naśladuje miny swoich rozmówców	Hu, Y., Chen, B., Lin, J., Wang, Y., Wang, Y., Mehlman, C., & Lipson, H. (2024). Human-robot facial coexpression. Science Robotics, 9(88), eadi4724.	https://www.science.org/doi/10.1126/scirobotics.adi4724	Robot naśladujący uśmiech
NhbhFBKpvL8	Ciemna materia tutaj - Węgorz na Enceladusa - Majowie pili tytoń | Czytamy naturę #201	2024-03-25T09:00:29Z	1)	01:09	https://www.youtube.com/watch?v=NhbhFBKpvL8&t=69s	EELS, czyli wężowatym robocie NASA/JPL do badania satelitów lodowych, zwłaszcza Enceladusa	Vaquero, T. S., Daddi, G., Thakker, R., Paton, M., Jasour, A., Strub, M. P., ... & Ono, M. (2024). EELS: Autonomous snake-like robot with task and motion planning capabilities for ice world exploration. Science Robotics, 9(88), eadh8332.	https://www.science.org/doi/10.1126/scirobotics.adh8332	Węgorz na Enceladusa
NhbhFBKpvL8	Ciemna materia tutaj - Węgorz na Enceladusa - Majowie pili tytoń | Czytamy naturę #201	2024-03-25T09:00:29Z	2)	12:18	https://www.youtube.com/watch?v=NhbhFBKpvL8&t=738s	precyzyjnym oszacowaniu, ile jest ciemnej materii w naszej własnej galaktyce	Ou, X., Eilers, A. C., Necib, L., & Frebel, A. (2024). The dark matter profile of the Milky Way inferred from its circular velocity curve. Monthly Notices of the Royal Astronomical Society, 528(1), 693-710.	https://academic.oup.com/mnras/article/528/1/693/7513209	Ciemna materia tutaj
NhbhFBKpvL8	Ciemna materia tutaj - Węgorz na Enceladusa - Majowie pili tytoń | Czytamy naturę #201	2024-03-25T09:00:29Z	3)	18:52	https://www.youtube.com/watch?v=NhbhFBKpvL8&t=1132s	badaniu archeologicznym majańskich dzbanów, w których znaleziono ślady nikotyny.	Negrin, A., Mazariegos, O. C., McNeil, C. L., Hurst, W. J., & Kennelly, E. J. (2024). Residue analysis suggests ritual use of tobacco at the ancient Mesoamerican city of Cotzumalhuapa, Guatemala. Antiquity, 1-17.	https://www.cambridge.org/core/journals/antiquity/article/residue-analysis-suggests-ritual-use-of-tobacco-at-the-ancient-mesoamerican-city-of-cotzumalhuapa-guatemala/B8DE0CCECF3F7F378013E4D17DF7E0A2	Majowie pili tytoń
NJKO1BX5ljs	Brak snu w krwi kierowcy - Dojenie marszczelca - Geoinżynieria siarkowa | Czytamy naturę #200	2024-03-18T09:00:16Z	1)	01:17	https://www.youtube.com/watch?v=NJKO1BX5ljs&t=77s	pierwszym opisanym przypadku karmienia mlekiem u płazów - a konkretniej płaza beznogiego o uroczej nazwie marszczelec	Mailho-Fontana, P. L., Antoniazzi, M. M., Coelho, G. R., Pimenta, D. C., Fernandes, L. P., Kupfer, A., ... & Jared, C. (2024). Milk provisioning in oviparous caecilian amphibians. Science, 383(6687), 1092-1095.	https://www.science.org/doi/10.1126/science.adi5379	Dojenie marszczelca
NJKO1BX5ljs	Brak snu w krwi kierowcy - Dojenie marszczelca - Geoinżynieria siarkowa | Czytamy naturę #200	2024-03-18T09:00:16Z	2)	07:33	https://www.youtube.com/watch?v=NJKO1BX5ljs&t=453s	geoinżynierii, czyli wielkiej interwencji mającej na celu powstrzymanie zmian klimatu, tym razem w postaci rozpylania w atmosferze związków siarki	Wunderlin, E., Chiodo, G., Sukhodolov, T., Vattioni, S., Visioni, D., & Tilmes, S. (2024). Side effects of sulfur‐based geoengineering due to absorptivity of sulfate aerosols. Geophysical Research Letters, 51(4), e2023GL107285.	https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2023GL107285	Geoinżynieria siarkowa
NJKO1BX5ljs	Brak snu w krwi kierowcy - Dojenie marszczelca - Geoinżynieria siarkowa | Czytamy naturę #200	2024-03-18T09:00:16Z	3)	16:17	https://www.youtube.com/watch?v=NJKO1BX5ljs&t=977s	poszukiwaniu związków chemicznych we krwi, które mogą służyć do oszacowania, od ilu godzin ktoś nie spał.	Jeppe, K., Ftouni, S., Nijagal, B., Grant, L. K., Lockley, S. W., Rajaratnam, S. M., ... & Anderson, C. (2024). Accurate detection of acute sleep deprivation using a metabolomic biomarker—A machine learning approach. Science Advances, 10(10), eadj6834.	https://www.science.org/doi/10.1126/sciadv.adj6834	Brak snu w krwi kierowcy
cnEP5G9LI0U	Baskijski amulet - Amatorzy leczą depresję poporodową - Przepalony dysk | Czytamy naturę #199	2024-03-11T09:00:25Z	1)	01:11	https://www.youtube.com/watch?v=cnEP5G9LI0U&t=71s	psychoterapii depresji poporodowej, przeprowadzanej przez szybko przeszkolonych ochotników	Surkan, P. J., Malik, A., Perin, J., Atif, N., Rowther, A., Zaidi, A., & Rahman, A. (2024). Anxiety-focused cognitive behavioral therapy delivered by non-specialists to prevent postnatal depression: a randomized, phase 3 trial. Nature Medicine, 1-8.	https://www.nature.com/articles/s41591-024-02809-x	Amatorzy leczą depresję poporodową
cnEP5G9LI0U	Baskijski amulet - Amatorzy leczą depresję poporodową - Przepalony dysk | Czytamy naturę #199	2024-03-11T09:00:25Z	2)	09:54	https://www.youtube.com/watch?v=cnEP5G9LI0U&t=594s	wiatrach słonecznych od olbrzymich gwiazd, które rozganiają dyski protoplanetarne	Berné, O., Habart, E., Peeters, E., Schroetter, I., Canin, A., Sidhu, A., ... & Zhen, J. (2024). A far-ultraviolet–driven photoevaporation flow observed in a protoplanetary disk. Science, 383(6686), 988-992.	https://www.science.org/doi/10.1126/science.adh2861	Przepalony dysk
cnEP5G9LI0U	Baskijski amulet - Amatorzy leczą depresję poporodową - Przepalony dysk | Czytamy naturę #199	2024-03-11T09:00:25Z	3)	16:42	https://www.youtube.com/watch?v=cnEP5G9LI0U&t=1002s	amulecie sprzed 2000 lat, na którym znaleziono inskrypcję, będącą chyba najstarszym zabytkiem języka baskijskiego.	Aiestaran, M., Velaza, J., Gorrochategui, J., Usúa, C., Pujol, P., Alonso, E., ... & Agirre-Mauleon, J. (2024). A Vasconic inscription on a bronze hand: writing and rituality in the Iron Age Irulegi settlement in the Ebro Valley. Antiquity, 98(397), 66-84.	https://doi.org/10.15184/aqy.2023.199	Baskijski amulet
W4-KKo-y9VI	Mikroplastik w Jeziorze Seksu - Megastruktury na dnie Bałtyku - Drażnienie dla zabawy | CN #198	2024-03-04T09:00:21Z	1)	00:57	https://www.youtube.com/watch?v=W4-KKo-y9VI&t=57s	poszukiwaniach mikroplastiku w osadach jezior - a wszystko po to, żeby przyszpilić antropocen	Dimante-Deimantovica, I., Saarni, S., Barone, M., Buhhalko, N., Stivrins, N., Suhareva, N., ... & Vollertsen, J. (2024). Downward migrating microplastics in lake sediments are a tricky indicator for the onset of the Anthropocene. Science Advances, 10(8), eadi8136.	https://www.science.org/doi/10.1126/sciadv.adi8136	Mikroplastik w Jeziorze Seksu
W4-KKo-y9VI	Mikroplastik w Jeziorze Seksu - Megastruktury na dnie Bałtyku - Drażnienie dla zabawy | CN #198	2024-03-04T09:00:21Z	2)	10:08	https://www.youtube.com/watch?v=W4-KKo-y9VI&t=608s	wielkich kamiennych strukturach, które kiedyś pomagały naszym przodkom w polowaniach, a obecnie spoczywają na dnie Morza Bałtyckiego	Geersen, J., Bradtmöller, M., Schneider von Deimling, J., Feldens, P., Auer, J., Held, P., ... & Lübke, H. (2024). A submerged Stone Age hunting architecture from the Western Baltic Sea. Proceedings of the National Academy of Sciences, 121(8), e2312008121.	https://www.pnas.org/doi/10.1073/pnas.2312008121	Megastruktury na dnie Bałtyku
W4-KKo-y9VI	Mikroplastik w Jeziorze Seksu - Megastruktury na dnie Bałtyku - Drażnienie dla zabawy | CN #198	2024-03-04T09:00:21Z	3)	17:46	https://www.youtube.com/watch?v=W4-KKo-y9VI&t=1066s	drażnieniu dorosłych dla zabawy, czyli tzw. szkubaniu, u 4 gatunków małp.	Laumer, I. B., Winkler, S. L., Rossano, F., & Cartmill, E. A. (2024). Spontaneous playful teasing in four great ape species. Proceedings of the Royal Society B, 291(2016), 20232345.	https://royalsocietypublishing.org/doi/10.1098/rspb.2023.2345	Drażnienie dla zabawy
aikOu8HtzuQ	Magnetyczny robot domózgowy - Dziurawa technologia - Jak przekonywać? Czytamy naturę #197	2024-02-26T09:00:03Z	1)	01:04	https://www.youtube.com/watch?v=aikOu8HtzuQ&t=64s	cewniku z magnetyczną końcówką, dzięki któremu można zręcznie dobierać się do skrzepów, zapobiegając udarowi mózgu	Dreyfus, R., Boehler, Q., Lyttle, S., Gruber, P., Lussi, J., Chautems, C., ... & Nelson, B. J. (2024). Dexterous helical magnetic robot for improved endovascular access. Science Robotics, 9(87), eadh0298.	https://www.science.org/doi/10.1126/scirobotics.adh0298	Magnetyczny robot domózgowy
aikOu8HtzuQ	Magnetyczny robot domózgowy - Dziurawa technologia - Jak przekonywać? Czytamy naturę #197	2024-02-26T09:00:03Z	2)	09:41	https://www.youtube.com/watch?v=aikOu8HtzuQ&t=581s	narzędziu z kości słoniowej sprzed 25 tysięcy lat, którego przeznaczenie chyba zostało właśnie wyjaśnione	Conard, N. J., & Rots, V. (2024). Rope making in the Aurignacian of Central Europe more than 35,000 years ago. Science Advances, 10(5), eadh5217.	https://www.science.org/doi/10.1126/sciadv.adh5217	Dziurawa technologia
aikOu8HtzuQ	Magnetyczny robot domózgowy - Dziurawa technologia - Jak przekonywać? Czytamy naturę #197	2024-02-26T09:00:03Z	3)	15:09	https://www.youtube.com/watch?v=aikOu8HtzuQ&t=909s	wielkim badaniu na temat skuteczności różnych metod przekonywania do sprawy globalnych zmian klimatycznych.	Vlasceanu, M., Doell, K. C., Bak-Coleman, J. B., Todorova, B., Berkebile-Weinberg, M. M., Grayson, S. J., ... & Lutz, A. E. (2024). Addressing climate change with behavioral science: A global intervention tournament in 63 countries. Science Advances, 10(6), eadj5778.	https://www.science.org/doi/10.1126/sciadv.adj5778	Jak przekonywać?
dNx8ahxYoIc	Jak gadać z lekarzem o biegunce - Mimas z oceanem - Znikający Madagaskar | Czytamy naturę #196	2024-02-19T09:00:24Z	1)	01:07	https://www.youtube.com/watch?v=dNx8ahxYoIc&t=67s	pięknym badaniu na temat relacji lekarz-pacjent, z wielkim pytaniem w tle: dlaczego lekarze zapisują na biegunkę antybiotyk, a nie elektrolity?	Wagner, Z., Mohanan, M., Zutshi, R., Mukherji, A., & Sood, N. (2024). What drives poor quality of care for child diarrhea? Experimental evidence from India. Science, 383(6683), eadj9986.	https://www.science.org/doi/10.1126/science.adj9986	Jak gadać z lekarzem o biegunce
dNx8ahxYoIc	Jak gadać z lekarzem o biegunce - Mimas z oceanem - Znikający Madagaskar | Czytamy naturę #196	2024-02-19T09:00:24Z	2)	18:47	https://www.youtube.com/watch?v=dNx8ahxYoIc&t=1127s	bujaniu się Mimasa, satelity Saturna, z którego wynika, że ma młodziutki ocean	Lainey, V., Rambaux, N., Tobie, G., Cooper, N., Zhang, Q., Noyelles, B., & Baillié, K. (2024). A recently formed ocean inside Saturn’s moon Mimas. Nature, 626(7998), 280-282.	https://www.nature.com/articles/s41586-023-06975-9	Mimas z oceanem
dNx8ahxYoIc	Jak gadać z lekarzem o biegunce - Mimas z oceanem - Znikający Madagaskar | Czytamy naturę #196	2024-02-19T09:00:24Z	3)	28:40	https://www.youtube.com/watch?v=dNx8ahxYoIc&t=1720s	powstawaniu nowych gatunków na Madagaskarze w tym powstających i ginących rzek i gór.	Liu, Y., Wang, Y., Willett, S. D., Zimmermann, N. E., & Pellissier, L. (2024). Escarpment evolution drives the diversification of the Madagascar flora. Science, 383(6683), 653-658.	https://www.science.org/doi/10.1126/science.adi0833	Znikający Madagaskar
lQc7Sfxfa2E	AI patrzy oczami dziecka - Jak łatwo złapać COVID? - Marsjańskie jeziorko | Czytamy naturę #195	2024-02-12T09:00:35Z	1)	01:30	https://www.youtube.com/watch?v=lQc7Sfxfa2E&t=90s	szkoleniu algorytmu do rozpoznawania obrazu na filmach z prawdziwego życia małego dziecka	Vong, W. K., Wang, W., Orhan, A. E., & Lake, B. M. (2024). Grounded language acquisition through the eyes and ears of a single child. Science, 383(6682), 504-511.	https://www.science.org/doi/10.1126/science.adi1374	AI patrzy oczami dziecka
lQc7Sfxfa2E	AI patrzy oczami dziecka - Jak łatwo złapać COVID? - Marsjańskie jeziorko | Czytamy naturę #195	2024-02-12T09:00:35Z	2)	14:21	https://www.youtube.com/watch?v=lQc7Sfxfa2E&t=861s	analizie radarowej dna niegdysiejszego marsjańskiego jeziorka	Paige, D. A., Hamran, S. E., Amundsen, H. E., Berger, T., Russell, P., Kakaria, R., ... & Horgan, B. H. (2024). Ground penetrating radar observations of the contact between the western delta and the crater floor of Jezero crater, Mars. Science Advances, 10(4), eadi8339.	https://www.science.org/doi/10.1126/sciadv.adi8339	Marsjańskie jeziorko
lQc7Sfxfa2E	AI patrzy oczami dziecka - Jak łatwo złapać COVID? - Marsjańskie jeziorko | Czytamy naturę #195	2024-02-12T09:00:35Z	3)	21:05	https://www.youtube.com/watch?v=lQc7Sfxfa2E&t=1265s	badaniu tego, jakie jest właściwie prawdopodobieństwo, że złapię COVID po kontakcie z osobą chorą trwającym np. 1 godzinę?	Ferretti, L., Wymant, C., Petrie, J., Tsallis, D., Kendall, M., Ledda, A., ... & Fraser, C. (2023). Digital measurement of SARS-CoV-2 transmission risk from 7 million contacts. Nature, 1-3.	https://www.nature.com/articles/s41586-023-06952-2	Jak łatwo złapać COVID?
_P3TIimoDho	AI ma swoje laboratorium - Łzy kobiece zmiękczają mężczyzn - Pradawne chloroplasty | CN #194	2024-02-05T09:00:25Z	1)	01:12	https://www.youtube.com/watch?v=_P3TIimoDho&t=72s	autonomicznym laboratorium produkującym białka, zagonionym do optymalizacji ważnego przemysłowo enzymu	Rapp, J. T., Bremer, B. J., & Romero, P. A. (2024). Self-driving laboratories to autonomously navigate the protein fitness landscape. Nature Chemical Engineering, 1(1), 97-107.	https://www.nature.com/articles/s44286-023-00002-4	AI ma swoje laboratorium
_P3TIimoDho	AI ma swoje laboratorium - Łzy kobiece zmiękczają mężczyzn - Pradawne chloroplasty | CN #194	2024-02-05T09:00:25Z	2)	09:41	https://www.youtube.com/watch?v=_P3TIimoDho&t=581s	najstarszych śladach po tylakoidach, co daje nam wgląd w głęboką historię fotosyntezy	Demoulin, C. F., Lara, Y. J., Lambion, A., & Javaux, E. J. (2024). Oldest thylakoids in fossil cells directly evidence oxygenic photosynthesis. Nature, 625, 529–534.	https://www.nature.com/articles/s41586-023-06896-7	Pradawne chloroplasty
_P3TIimoDho	AI ma swoje laboratorium - Łzy kobiece zmiękczają mężczyzn - Pradawne chloroplasty | CN #194	2024-02-05T09:00:25Z	3)	15:58	https://www.youtube.com/watch?v=_P3TIimoDho&t=958s	badaniach nad poziomem agresji u mężczyzn, którzy wąchają łzy kobiece.	Agron, S., de March, C. A., Weissgross, R., Mishor, E., Gorodisky, L., Weiss, T., ... & Sobel, N. (2023). A chemical signal in human female tears lowers aggression in males. PLoS biology, 21(12), e3002442.	https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3002442	Łzy kobiece zmiękczają mężczyzn
PK81W1_2gXM	Dezinformacja brzmi sensownie - Hydro-gąbko-żel - Znowu śledzimy mamuta | Czytamy naturę #193	2024-01-29T09:00:13Z	1)	01:26	https://www.youtube.com/watch?v=PK81W1_2gXM&t=86s	"nowym typie materiału polimerowego: twardym gąbczastym hydrożelu o nazwie ""hydrospongel"", czyli chyba ""hydrogąbżel"""	Lee, M., Kwak, H., Eom, Y., Park, S. A., Sakai, T., Jeon, H., ... & Oh, D. X. (2024). Network of cyano-p-aramid nanofibres creates ultrastiff and water-rich hydrospongels. Nature Materials, 1-10.	https://www.nature.com/articles/s41563-023-01760-5	Hydro-gąbko-żel
PK81W1_2gXM	Dezinformacja brzmi sensownie - Hydro-gąbko-żel - Znowu śledzimy mamuta | Czytamy naturę #193	2024-01-29T09:00:13Z	2)	11:15	https://www.youtube.com/watch?v=PK81W1_2gXM&t=675s	"skutkach weryfikowania ""dezinformacji"" w internecie - wywołuje ono efekt odwrotny do zamierzonego"	Aslett, K., Sanderson, Z., Godel, W., Persily, N., Nagler, J., & Tucker, J. A. (2024). Online searches to evaluate misinformation can increase its perceived veracity. Nature, 625, 548–556.	https://www.nature.com/articles/s41586-023-06883-y	Dezinformacja brzmi sensownie
PK81W1_2gXM	Dezinformacja brzmi sensownie - Hydro-gąbko-żel - Znowu śledzimy mamuta | Czytamy naturę #193	2024-01-29T09:00:13Z	3)	25:20	https://www.youtube.com/watch?v=PK81W1_2gXM&t=1520s	losach pewnej mamucicy - czyli wracamy do historii z odcinka nr 99	Rowe, A. G., Bataille, C. P., Baleka, S., Combs, E. A., Crass, B. A., Fisher, D. C., ... & Wooller, M. J. (2024). A female woolly mammoth’s lifetime movements end in an ancient Alaskan hunter-gatherer camp. Science Advances, 10(3), eadk0818.	https://www.science.org/doi/10.1126/sciadv.adk0818	Znowu śledzimy mamuta
quZsVxm43MI	Lekarz sztuczny, a skuteczny - Historia przemocy - Coś nowego w Układzie Słonecznym? | CN #192	2024-01-22T09:00:37Z	1)	01:12	https://www.youtube.com/watch?v=quZsVxm43MI&t=72s	algorytmie diagnostycznym AMIE, który nie tylko dobrze diagnozuje, ale i w rozmowie jest podobno przyjemniejszy od człowieka	Tu, T., Palepu, A., Schaekermann, M., Saab, K., Freyberg, J., Tanno, R., ... & Natarajan, V. (2024). Towards Conversational Diagnostic AI. arXiv preprint arXiv:2401.05654.	https://arxiv.org/abs/2401.05654	Lekarz sztuczny, a skuteczny
quZsVxm43MI	Lekarz sztuczny, a skuteczny - Historia przemocy - Coś nowego w Układzie Słonecznym? | CN #192	2024-01-22T09:00:37Z	2)	17:21	https://www.youtube.com/watch?v=quZsVxm43MI&t=1041s	badaniach Pasa Kuipera, z których wynika, że może coś ciekawego krąży w zewnętrznym Układzie Słonecznym	de la Fuente Marcos, C., & de la Fuente Marcos, R. (2024). Past the outer rim, into the unknown: structures beyond the Kuiper Cliff. Monthly Notices of the Royal Astronomical Society: Letters, 527(1), L110-L114.	https://academic.oup.com/mnrasl/article/527/1/L110/7280408	Coś nowego w Układzie Słonecznym?
quZsVxm43MI	Lekarz sztuczny, a skuteczny - Historia przemocy - Coś nowego w Układzie Słonecznym? | CN #192	2024-01-22T09:00:37Z	3)	25:43	https://www.youtube.com/watch?v=quZsVxm43MI&t=1543s	historii przemocy na Bliskim Wschodzie, od 12 tys. lat p.n.e.	Baten, J., Benati, G., & Sołtysiak, A. (2023). Violence trends in the ancient Middle East between 12,000 and 400 bce. Nature human behaviour, 7(12), 2064-2073.	https://www.nature.com/articles/s41562-023-01700-y	Historia przemocy
P0qicXDIFBk	Szpiegujemy oceany - I serce też - Kurs kroju i szycia robotów | Czytamy naturę #191	2024-01-15T09:00:27Z	1)	00:52	https://www.youtube.com/watch?v=P0qicXDIFBk&t=52s	przeglądzie aktywności na oceanach świata, ujawniającej np. niezgłaszane statki rybackie	Paolo, F., Kroodsma, D., Raynor, J., Hochberg, T., Davis, P., Cleary, J., ... & Halpin, P. (2024). Satellite mapping reveals extensive industrial activity at sea. Nature, 625(7993), 85-91.	https://www.nature.com/articles/s41586-023-06825-8	Szpiegujemy oceany
P0qicXDIFBk	Szpiegujemy oceany - I serce też - Kurs kroju i szycia robotów | Czytamy naturę #191	2024-01-15T09:00:27Z	2)	15:08	https://www.youtube.com/watch?v=P0qicXDIFBk&t=908s	czujniku aktywności serca działającym na odległość - małą, ale zawsze	Nguyen, D. T., Zeng, Q., Tian, X., Chia, P., Wu, C., Liu, Y., & Ho, J. S. (2024). Ambient health sensing on passive surfaces using metamaterials. Science Advances, 10(1), eadj6613.	https://www.science.org/doi/10.1126/sciadv.adj6613	Szpiegujemy serce
P0qicXDIFBk	Szpiegujemy oceany - I serce też - Kurs kroju i szycia robotów | Czytamy naturę #191	2024-01-15T09:00:27Z	3)	23:40	https://www.youtube.com/watch?v=P0qicXDIFBk&t=1420s	robotach wykonywanych metodą sprytnego doboru ściegów.	Guo, X., Li, W., Fang, F., Chen, H., Zhao, L., Fang, X., ... & Zhang, W. (2024). Encoded sewing soft textile robots. Science Advances, 10(1), eadk3855.	https://www.science.org/doi/10.1126/sciadv.adk3855	Kurs kroju i szycia robotów
